id,game,release_date,price,owners,developer,average_playtime,median_playtime,metascore,platform
3131,Into the Dark: Ultimate Trash Edition,2014-05-1,4.99,"50,000 .. 100,000",Homegrown Games,0,0,NA
3132,Aveyond 3-1: Lord of Twilight,2014-02-7,9.99,"50,000 .. 100,000","Amaranth Games, LLC",0,0,NA
3133,A Wizard's Lizard,2014-06-16,9.99,"50,000 .. 100,000",Lost Decade Games,0,0,NA
3134,REVOLVER360 RE:ACTOR,2014-10-24,9.99,"50,000 .. 100,000",Cross Eaglet,0,0,NA
3135,Another Perspective,2014-08-8,5.99,"50,000 .. 100,000",Shaun Spalding,0,0,NA
3136,Fancy Skulls,2014-06-16,8.99,"50,000 .. 100,000",tequibo,0,0,NA
3137,Magnifico,2014-12-2,4.99,"50,000 .. 100,000",Mixel,0,0,NA
3138,The Nightmare Cooperative,2014-07-16,4.99,"50,000 .. 100,000",Lucky Frame,0,0,NA
3139,Legends of Persia,2014-06-3,19.99,"50,000 .. 100,000",Sourena Game Studio,0,0,NA
3140,Super Trench Attack!,2014-07-24,4.99,"50,000 .. 100,000",Retro Army Limited,0,0,NA
3141,LOVE,2014-02-7,2.99,"50,000 .. 100,000",Fred Wood,0,0,NA
3142,Real Horror Stories Ultimate Edition,2014-04-1,1.99,"50,000 .. 100,000",GameORE,0,0,NA
3143,Quest of Dungeons,2014-03-25,4.99,"50,000 .. 100,000",David Amador,0,0,NA
3144,AppGameKit: Easy Game Development,2014-11-21,79.99,"50,000 .. 100,000",TheGameCreators,37,31,NA
3145,Muffin Knight,1999-2-11,4.99,"50,000 .. 100,000",Angry Mob Games,0,0,NA
3146,Doorways: The Underworld,2014-09-17,9.99,"50,000 .. 100,000",Saibot Studios,0,0,NA
3147,Wildlife Park 3,2014-05-12,9.99,"50,000 .. 100,000",b-alive gmbh,0,0,NA
3148,iO,2014-12-5,4.99,"50,000 .. 100,000",Gamious,0,0,NA
3149,GAUGE,2014-05-23,3.99,"50,000 .. 100,000",Étienne Périn,0,0,NA
3150,One Day For Ched,2014-09-12,3.99,"50,000 .. 100,000",BS1 & BSL Team,0,0,NA
3151,Team Indie,2014-10-8,NA,"50,000 .. 100,000",Brightside Games,0,0,NA
3152,Dungeon Defenders Eternity,2014-07-22,NA,"50,000 .. 100,000",Nom Nom Games,0,0,NA
3153,Gunman Clive,2014-01-3,1.99,"50,000 .. 100,000",Hörberg Productions,0,0,NA
3154,Akane the Kunoichi,2014-05-2,2.99,"50,000 .. 100,000",Haruneko Entertainment,0,0,NA
3155,Borealis,2014-09-2,4.99,"50,000 .. 100,000",Conrad Nelson,0,0,NA
3156,Volt,2014-04-14,0.99,"50,000 .. 100,000",Quantized Bit,0,0,NA
3157,The Forest of Doom (Standalone),2014-10-30,4.99,"50,000 .. 100,000",Tin Man Games,0,0,NA
3158,Dark Scavenger,2014-05-16,4.99,"50,000 .. 100,000",Psydra Games LLC,0,0,NA
3159,Zoo Park,2014-06-13,4.99,"50,000 .. 100,000",Excalibur,0,0,NA
3160,Bridge Constructor Playground,2014-07-2,9.99,"50,000 .. 100,000",ClockStone,0,0,NA
3161,Z Steel Soldiers,2014-08-1,12.99,"50,000 .. 100,000",TickTock Games,0,0,NA
3162,Dungeon of Elements,2014-06-12,9.99,"50,000 .. 100,000",Frogdice,0,0,NA
3163,Rhythm Destruction,2014-06-16,4.99,"50,000 .. 100,000",Curious Panda Games,0,0,NA
3164,Alpha Kimori 1,2014-03-17,9.99,"50,000 .. 100,000",Sherman3D,0,0,NA
3165,Farming World,2014-05-2,4.99,"50,000 .. 100,000",Excalibur,0,0,NA
3166,Return to Mysterious Island 2,2014-03-6,7.99,"50,000 .. 100,000",Kheops Studio,0,0,NA
3167,Momodora III,2014-07-1,1.99,"50,000 .. 100,000",rdein,0,0,NA
3168,The Repopulation,2014-12-19,19.99,"50,000 .. 100,000",IF Studios,0,0,NA
3169,David.,2014-03-14,1.99,"50,000 .. 100,000",Fermenter Games,0,0,NA
3170,3089 -- Futuristic Action RPG,2014-01-10,6.99,"50,000 .. 100,000",Phr00t's Software,0,0,NA
3171,RefleX,2014-03-27,7.99,"50,000 .. 100,000",SITER SKAIN,0,0,NA
3172,Ancient Space,2014-09-23,19.99,"50,000 .. 100,000",CreativeForge Games,0,0,NA
3173,Choice of Robots,2014-12-19,5.99,"50,000 .. 100,000",Choice of Games,0,0,NA
3174,Lili: Child of Geos - Complete Edition,2014-05-9,14.99,"50,000 .. 100,000","BitMonster, Inc.",0,0,NA
3175,The Moon Sliver,2014-10-28,1.99,"50,000 .. 100,000",David Szymanski,0,0,NA
3176,Velocibox,2014-09-8,7.99,"50,000 .. 100,000",Shawn Beck,0,0,NA
3177,Signs of Life,2014-01-27,9.99,"50,000 .. 100,000",Sweet Dog Studios,0,0,NA
3178,Wickland,2014-11-14,0.99,"50,000 .. 100,000",Mad Ram Software,0,0,NA
3179,Last Dream,2014-03-13,9.99,"50,000 .. 100,000",White Giant RPG Studios,0,0,NA
3180,Victory At Sea,2014-08-8,24.99,"50,000 .. 100,000",Evil Twin Artworks,0,0,NA
3181,Beware Planet Earth,2014-04-11,9.99,"50,000 .. 100,000",Lightmare Studio,0,0,NA
3182,Imagine Me,2014-12-9,2.99,"50,000 .. 100,000",KinifiGames LLC,0,0,NA
3183,IGT Slots Paradise Garden,2014-09-17,19.99,"50,000 .. 100,000",Fugazo,0,0,NA
3184,Legionwood 2: Rise of the Eternal's Realm - Director's Cut,2014-02-28,5.99,"50,000 .. 100,000",Dark Gaia Studios,0,0,NA
3185,GIGANTIC ARMY,2014-03-6,5.99,"50,000 .. 100,000",ASTRO PORT,0,0,NA
3186,Ethan: Meteor Hunter,2014-02-7,9.99,"50,000 .. 100,000",Seaven Studio,0,0,NA
3187,Witch's Pranks: Frog's Fortune Collector's Edition,2014-05-7,6.99,"50,000 .. 100,000",Shaman Games Studio,0,0,NA
3188,Lost Chronicles of Zerzura,2014-07-10,9.99,"50,000 .. 100,000",Cranberry Production,0,0,NA
3189,Steam Heroes,2014-04-1,5.99,"50,000 .. 100,000",ProjectorGames,0,0,NA
3190,Boson X,2014-09-15,2.99,"50,000 .. 100,000","Ian MacLarty, Jon Kerney",0,0,NA
3191,Max: The Curse of Brotherhood,2014-05-21,14.99,"50,000 .. 100,000",Press Play,0,0,NA
3192,X-Plane 10 Global - 64 Bit,2014-07-14,NA,"50,000 .. 100,000",Laminar Research,0,0,NA
3193,STARWHAL,2014-09-29,11.99,"50,000 .. 100,000",Breakfall,0,0,NA
3194,Xeodrifter,2014-12-11,9.99,"50,000 .. 100,000",Renegade Kid,0,0,NA
3195,TUG,2014-03-28,NA,"50,000 .. 100,000",Nerd Kingdom Inc.,0,0,NA
3196,Hegemony Rome: The Rise of Caesar,2014-05-15,14.99,"50,000 .. 100,000",Longbow Games,0,0,NA
3197,Claire,2014-07-7,9.99,"50,000 .. 100,000",Hailstorm Games,0,0,NA
3198,Demon Hunter: Chronicles from Beyond,2014-12-4,9.99,"50,000 .. 100,000",Brave Giant LTD,0,0,NA
3199,World of Subways 2 – Berlin Line 7,2014-06-12,9.99,"50,000 .. 100,000",TML-Studios,0,0,NA
3200,"""Glow Ball"" - The billiard puzzle game",2014-02-19,3.99,"50,000 .. 100,000",WTFOMGames,0,0,NA
3201,Sisyphus Reborn,2014-12-19,NA,"50,000 .. 100,000",Myshkin Entertainment,0,0,NA
3202,EvilQuest,2014-02-20,1.99,"50,000 .. 100,000",Chaosoft Games,0,0,NA
3203,Faery - Legends of Avalon,2014-06-16,9.99,"50,000 .. 100,000",Spiders Studio,0,0,NA
3204,Reaper - Tale of a Pale Swordsman,2014-02-7,4.99,"50,000 .. 100,000",Hexage,0,0,NA
3205,Rabbit Hole 3D: Steam Edition,2014-04-25,2.99,"50,000 .. 100,000",Somi,0,0,NA
3206,Rooms: The Main Building,2014-07-11,9.99,"50,000 .. 100,000",HandMade Game,0,0,NA
3207,Whisper of a Rose,2014-11-14,9.99,"50,000 .. 100,000",RosePortal Games,0,0,NA
3208,Time Mysteries: Inheritance - Remastered,2014-10-6,9.99,"50,000 .. 100,000",Artifex Mundi,0,0,NA
3209,OTTTD,2014-08-6,7.99,"50,000 .. 100,000",SMG Studio,0,0,NA
3210,War in a Box: Paper Tanks,2014-07-4,4.99,"50,000 .. 100,000",DQ Team,0,0,NA
3211,Fall of the New Age Premium Edition,2014-01-3,6.99,"50,000 .. 100,000",Shaman Games Studio,0,0,NA
3212,Holy Avatar vs. Maidens of the Dead,2014-02-20,9.99,"50,000 .. 100,000",Silent Dreams,0,0,NA
3213,Truffle Saga,2014-06-6,1.99,"50,000 .. 100,000",Colossal Games,0,0,NA
3214,Angels of Fasaria: Version 2.0,2014-12-9,4.99,"50,000 .. 100,000",Fasaria Works,0,0,NA
3215,Haunt the House: Terrortown,2014-06-6,4.99,"50,000 .. 100,000",SFB Games,0,0,NA
3216,White Noise Online,2014-05-22,4.99,"50,000 .. 100,000",Milkstone Studios,0,0,NA
3217,Adventurer Manager,2014-12-4,4.99,"50,000 .. 100,000",Vigilant Addiction Studios,0,0,NA
3218,Freespace 2,2014-06-6,9.99,"20,000 .. 50,000",Volition Inc,0,0,91
3219,Terrian Saga: KR-17,2014-07-9,4.99,"20,000 .. 50,000",Wonderfling,0,0,83
3220,The Floor is Jelly,2014-05-30,9.99,"20,000 .. 50,000",Ian Snyder,0,0,83
3221,Actual Sunlight,2014-04-3,4.99,"20,000 .. 50,000",WZOGI,0,0,77
3222,GoD Factory: Wingmen,2014-08-29,19.99,"20,000 .. 50,000",Nine Dots Studio,0,0,76
3223,MotoGP14,2014-06-20,9.99,"20,000 .. 50,000",Milestone S.r.l.,0,0,76
3224,Roundabout,2014-09-18,9.99,"20,000 .. 50,000",No Goblin,0,0,75
3225,Fenix Rage,2014-09-24,14.99,"20,000 .. 50,000",Green Lava Studios,0,0,75
3226,Road Not Taken,2014-08-5,14.99,"20,000 .. 50,000",Spry Fox LLC,0,0,75
3227,TRI: Of Friendship and Madness,2014-10-9,14.99,"20,000 .. 50,000",Rat King Entertainment,0,0,74
3228,Shadows: Heretic Kingdoms,2014-11-20,39.99,"20,000 .. 50,000",Games Farm,0,0,74
3229,Where is my Heart?,2014-05-29,7.99,"20,000 .. 50,000",Schulenburg Software,0,0,74
3230,Particulars,2014-11-19,5.99,"20,000 .. 50,000",SeeThrough Studios,0,0,74
3231,Pier Solar and the Great Architects,2014-09-29,14.99,"20,000 .. 50,000",WaterMelon,0,0,73
3232,Full Bore,2014-05-6,14.99,"20,000 .. 50,000",Whole Hog Games,0,0,72
3233,Qvadriga,2014-06-13,19.99,"20,000 .. 50,000",Turnopia,0,0,72
3234,Qbeh-1: The Atlas Cube,2014-05-15,9.99,"20,000 .. 50,000",Liquid Flower,0,0,72
3235,MouseCraft,2014-07-8,9.99,"20,000 .. 50,000",Crunching Koalas,0,0,72
3236,J.U.L.I.A.: Among the Stars,2014-09-12,19.99,"20,000 .. 50,000",CBE Software s.r.o.,0,0,71
3237,The Golf Club,2014-08-19,29.99,"20,000 .. 50,000",HB Studios,0,0,70
3238,Panzer Tactics HD,2014-05-22,9.99,"20,000 .. 50,000",Sproing,0,0,69
3239,Kromaia,2014-10-23,19.99,"20,000 .. 50,000",Kraken Empire,0,0,68
3240,A Golden Wake,2014-10-9,9.99,"20,000 .. 50,000",Grundislav Games,0,0,68
3241,Metrocide,2014-10-20,12.99,"20,000 .. 50,000",Flat Earth Games,0,0,68
3242,Runers,2014-09-2,9.99,"20,000 .. 50,000",LGK Games,0,0,68
3243,Eschalon: Book III,2014-02-14,9.99,"20,000 .. 50,000",Basilisk Games,0,0,67
3244,Concursion,2014-06-6,4.99,"20,000 .. 50,000",Puuba,0,0,66
3245,Memento Mori 2,2014-05-13,24.99,"20,000 .. 50,000",Centauri Production,0,0,65
3246,Unrest,2014-07-23,9.99,"20,000 .. 50,000",Pyrodactyl,0,0,65
3247,Qora,2014-10-2,9.99,"20,000 .. 50,000","Holden Boyles, Ciprian Stanciu",0,0,63
3248,Continue?9876543210,2014-01-3,9.99,"20,000 .. 50,000",Jason Oda,0,0,62
3249,Dominique Pamplemousse,2014-03-11,0.99,"20,000 .. 50,000",Squinkifer Productions,0,0,62
3250,The Old City: Leviathan,2014-12-3,5.99,"20,000 .. 50,000",PostMod Softworks,0,0,62
3251,Spate,2014-03-27,NA,"20,000 .. 50,000",Eric Provan - Ayyo Games,0,0,61
3252,Wings! Remastered Edition,2014-10-17,14.99,"20,000 .. 50,000",Cinemaware,0,0,61
3253,Redux: Dark Matters,2014-12-12,12.99,"20,000 .. 50,000",KTX Software,0,0,61
3254,Constant C,2014-03-7,9.99,"20,000 .. 50,000","International Games System, Co., LTD.",0,0,60
3255,Journal,2014-02-17,9.99,"20,000 .. 50,000",Locked Door Puzzle,0,0,59
3256,Schrödinger’s Cat And The Raiders Of The Lost Quark,2014-09-23,9.99,"20,000 .. 50,000",Italic Pig,0,0,59
3257,Jet Car Stunts,2014-05-1,2.99,"20,000 .. 50,000",GRIP Digital s.r.o.,0,0,57
3258,BeatBlasters III,2014-02-21,9.99,"20,000 .. 50,000",Chainsawesome Games,0,0,56
3259,Croixleur Sigma,2014-04-30,NA,"20,000 .. 50,000",souvenir circ.,0,0,56
3260,Moebius: Empire Rising,2014-04-15,14.99,"20,000 .. 50,000",Phoenix Online Studios,0,0,54
3261,YAIBA: NINJA GAIDEN Z,2014-03-21,29.99,"20,000 .. 50,000","Spark Unlimited, comcept Inc., Team NINJA",0,0,49
3262,Line Of Defense Tactics - Tactical Advantage,2014-03-17,9.99,"20,000 .. 50,000",3000AD,0,0,47
3263,Majestic Nights,2014-10-30,4.99,"20,000 .. 50,000",Epiphany Games,0,0,32
3264,Manga Maker Comipo,2014-03-7,49.99,"20,000 .. 50,000",ComiPo! LLP,0,0,NA
3265,T.E.C. 3001,2014-04-10,NA,"20,000 .. 50,000",Phoenix Game Studio,0,0,NA
3266,Rogue's Tale,2014-03-28,6.99,"20,000 .. 50,000",Epixx.org,0,0,NA
3267,Verde Station,2014-09-26,NA,"20,000 .. 50,000",Duelboot,0,0,NA
3268,Sweezy Gunner,2014-05-6,3.99,"20,000 .. 50,000",Windybeard,0,0,NA
3269,Detective Case and Clown Bot in: Murder in the Hotel Lisbon,2014-07-17,5.99,"20,000 .. 50,000",Nerd Monkeys®,0,0,NA
3270,Heavy Fire: Afghanistan,2014-08-15,2.99,"20,000 .. 50,000",Teyon,0,0,NA
3271,Radium,2014-03-29,2.99,"20,000 .. 50,000",Lukas Jaeckel,0,0,NA
3272,Warehouse and Logistics Simulator,2014-02-25,9.99,"20,000 .. 50,000",app2fun,0,0,NA
3273,The Maker's Eden,2014-07-30,8.99,"20,000 .. 50,000",Screwy Lightbulb,0,0,NA
3274,GTGD S1: More Than a Gamer,2014-02-13,14.99,"20,000 .. 50,000",GTGD,0,0,NA
3275,Driving School Simulator,2014-09-25,14.99,"20,000 .. 50,000",Ovilex Software,0,0,NA
3276,C-RUSH,2014-02-17,1.99,"20,000 .. 50,000",Artnumeris,0,0,NA
3277,Star Nomad,2014-12-29,0.99,"20,000 .. 50,000",Huy Phan,0,0,NA
3278,Metal Dead,2014-10-6,4.99,"20,000 .. 50,000",Walk Thru Walls Studios,0,0,NA
3279,Adventure Time: Finn and Jake's Epic Quest,2014-04-11,9.99,"20,000 .. 50,000",NGD Studios,0,0,NA
3280,DungeonUp,2014-11-18,4.99,"20,000 .. 50,000",Clewcat Games,0,0,NA
3281,1849,2014-05-8,14.99,"20,000 .. 50,000",SomaSim,0,0,NA
3282,Acceleration of SUGURI X-Edition HD,2014-07-1,5.99,"20,000 .. 50,000",Orange_Juice,0,0,NA
3283,Stranded,2014-05-20,0.99,"20,000 .. 50,000",Peter Moorhead,0,0,NA
3284,Proxy Blade Zero,2014-07-28,6.99,"20,000 .. 50,000",DragonSix,0,0,NA
3285,Feel-A-Maze,2014-11-25,4.99,"20,000 .. 50,000",Five Archers Games,0,0,NA
3286,Pulstar,2014-06-11,1.99,"20,000 .. 50,000","Concave Studio, Colorful Media, Emagica",0,0,NA
3287,Where Angels Cry,2014-02-27,4.99,"20,000 .. 50,000",Cateia Games,0,0,NA
3288,Skilltree Saga,2014-12-4,9.99,"20,000 .. 50,000",Silent Dreams,0,0,NA
3289,The Sacred Tears TRUE,2014-09-25,9.99,"20,000 .. 50,000",AlphaNuts,0,0,NA
3290,Catmouth Island,2014-12-31,0.99,"20,000 .. 50,000",Colonthree Enterprises,0,0,NA
3291,Realms of Arkania 3 - Shadows over Riva Classic,2014-01-10,3.99,"20,000 .. 50,000",attic Entertainment Software GmbH,0,0,NA
3292,The Campaign Series: Fall Weiss,2014-05-30,14.99,"20,000 .. 50,000",Wastelands Interactive,0,0,NA
3293,The Shopkeeper,2014-10-23,2.99,"20,000 .. 50,000",Tom De Roeck,0,0,NA
3294,Obludia,2014-07-18,2.99,"20,000 .. 50,000",FobTi interactive,0,0,NA
3295,GearCity,2014-05-30,19.99,"20,000 .. 50,000",Visual Entertainment And Technologies,0,0,NA
3296,Dead Man's Draw,2014-02-6,6.99,"20,000 .. 50,000",Stardock Entertainment,0,0,NA
3297,Leadwerks Game Engine,2014-01-6,99.99,"20,000 .. 50,000",Leadwerks Software,0,0,NA
3298,Point Perfect,2014-07-17,4.99,"20,000 .. 50,000",Highcastle Studios,0,0,NA
3299,FLASHOUT 2,2014-06-6,4.99,"20,000 .. 50,000",Jujubee S.A.,0,0,NA
3300,NS2: Combat,2014-10-31,NA,"20,000 .. 50,000",Faultline Games,0,0,NA
3301,Slip,2014-04-28,0.99,"20,000 .. 50,000",Handsome Games,0,0,NA
3302,Sky Mercenaries,2014-12-16,9.99,"20,000 .. 50,000",PolarityFlow,0,0,NA
3303,Let's Sing,2014-02-13,14.99,"20,000 .. 50,000",Voxler Games,0,0,NA
3304,Lost Civilization,2014-04-15,4.99,"20,000 .. 50,000",Icarus Games,0,0,NA
3305,Fantasy Grounds,2014-05-9,39.99,"20,000 .. 50,000","SmiteWorks USA, LLC",68,68,NA
3306,The Fifth Day,2014-07-25,14.99,"20,000 .. 50,000",Touz,0,0,NA
3307,Danmaku Unlimited 2,2014-03-18,4.99,"20,000 .. 50,000",Doragon Entertainment,0,0,NA
3308,Freedom Fall,2014-01-10,9.99,"20,000 .. 50,000",Stirfire Studios,0,0,NA
3309,Aeon Command,2014-07-3,2.99,"20,000 .. 50,000","Bat Country Games, LLC",0,0,NA
3310,Unhack,2014-02-20,3.99,"20,000 .. 50,000",InvertMouse,0,0,NA
3311,Close Combat - Gateway to Caen,2014-06-6,39.99,"20,000 .. 50,000",Slitherine Ltd.,0,0,NA
3312,SUGURI,2014-07-1,5.99,"20,000 .. 50,000",Orange_Juice,0,0,NA
3313,The Sun and Moon,2014-11-14,6.99,"20,000 .. 50,000",Daniel Linssen,0,0,NA
3314,Last Inua,2014-12-11,7.99,"20,000 .. 50,000",Glowforth,0,0,NA
3315,RECYCLE,2014-09-3,11.99,"20,000 .. 50,000",rondomedia GmbH,0,0,NA
3316,ALLTYNEX Second,2014-12-11,7.99,"20,000 .. 50,000",SITER SKAIN,0,0,NA
3317,My Ex-Boyfriend the Space Tyrant,2014-07-21,14.99,"20,000 .. 50,000",Up Multimedia,0,0,NA
3318,Construction Machines 2014,2014-03-28,6.99,"20,000 .. 50,000",GameCask,0,0,NA
3319,BlackShadows,2014-07-1,2.99,"20,000 .. 50,000",IceGames Studios,0,0,NA
3320,Ku: Shroud of the Morrigan,2014-03-17,4.99,"20,000 .. 50,000",bitSmith Games,0,0,NA
3321,Run For Rum,2014-07-2,4.99,"20,000 .. 50,000",Reload Game Studio,0,0,NA
3322,Atajrubah,2014-11-27,NA,"20,000 .. 50,000",NexyMedia,0,0,NA
3323,Dungeonmans,2014-12-9,14.99,"20,000 .. 50,000",Adventurepro Games LLC,0,0,NA
3324,Ascension: Deckbuilding Game,2014-12-16,9.99,"20,000 .. 50,000","Playdek, Inc.",0,0,NA
3325,Rogue Shooter: The FPS Roguelike,2014-04-24,4.99,"20,000 .. 50,000",Hippomancer,0,0,NA
3326,FIST OF AWESOME,2014-07-3,NA,"20,000 .. 50,000",I Fight Bears,0,0,NA
3327,Pro Cycling Manager 2014,2014-06-19,9.99,"20,000 .. 50,000",Cyanide Studio,0,0,NA
3328,Gunhound EX,2014-05-1,NA,"20,000 .. 50,000","Dracue, Co. ltd",0,0,NA
3329,Elliot Quest,2014-11-10,9.99,"20,000 .. 50,000",Ansimuz Games,0,0,NA
3330,Ukrainian Ninja,2014-12-23,NA,"20,000 .. 50,000","Michael Kissinger, Marco Hulden, Shaun Egan, Joshua Marks, Denys Ovsiannykov",0,0,NA
3331,Devil's Dare 悪魔の挑戦,2014-10-21,12.99,"20,000 .. 50,000",Secret Base,0,0,NA
3332,Claustrophobia: The Downward Struggle,2014-09-9,4.99,"20,000 .. 50,000",The Indie Forge,0,0,NA
3333,Beyond Space Remastered Edition,2014-06-16,4.99,"20,000 .. 50,000",Silesia Games Sp. z o.o.,0,0,NA
3334,Shadowcrypt,2014-07-7,4.99,"20,000 .. 50,000",One-bit Punch,0,0,NA
3335,Pro Rugby Manager 2015,2014-09-18,9.99,"20,000 .. 50,000",Cyanide,0,0,NA
3336,Midnight Mysteries: Witches of Abraham - Collector's Edition,2014-11-24,13.99,"20,000 .. 50,000",Hot Lava,0,0,NA
3337,Luna: Shattered Hearts: Episode 1,2014-11-24,2.99,"20,000 .. 50,000",Daniel Gill,0,0,NA
3338,Recovery Search & Rescue Simulation,2014-01-9,4.99,"20,000 .. 50,000",Excalibur Publishing,0,0,NA
3339,Death Skid Marks,2014-11-20,9.99,"20,000 .. 50,000",Studio Whisky Tango Inc.,0,0,NA
3340,Bridge Constructor Medieval,2014-09-15,9.99,"20,000 .. 50,000",ClockStone,0,0,NA
3341,Major Mayhem,2014-02-24,4.99,"20,000 .. 50,000",Rocket Jump,0,0,NA
3342,Super Toy Cars,2014-06-6,9.99,"20,000 .. 50,000",Eclipse Games,0,0,NA
3343,Raiden III Digital Edition,2014-09-25,9.99,"20,000 .. 50,000","Moss Co., Ltd.",0,0,NA
3344,Viktor,2014-06-13,7.99,"20,000 .. 50,000",Shorebound Studios,0,0,NA
3345,QbQbQb,2014-10-29,4.99,"20,000 .. 50,000",Rezoner,0,0,NA
3346,Rime Berta,2014-12-16,14.99,"20,000 .. 50,000",NEXT-SOFT+,0,0,NA
3347,The Joylancer: Legendary Motor Knight,2014-11-7,9.99,"20,000 .. 50,000",alpha six productions,0,0,NA
3348,Towtruck Simulator 2015,2014-03-11,9.99,"20,000 .. 50,000",United Independent Entertainment GmbH,0,0,NA
3349,BRG's Red Riding Hood,2014-10-2,1.99,"20,000 .. 50,000",Brave Rock Games,0,0,NA
3350,Red Johnson's Chronicles - 1+2 - Steam Special Edition,2014-09-5,9.99,"20,000 .. 50,000",Lexis Numérique,0,0,NA
3351,Blackwell Epiphany,2014-04-24,9.99,"20,000 .. 50,000",Wadjet Eye Games,0,0,NA
3352,NOBUNAGA'S AMBITION: Souzou (Traditional Chinese version),2013-11-28,24.99,"20,000 .. 50,000","KOEI TECMO GAMES CO., LTD.",0,0,NA
3353,Nanofights,2014-12-11,1.99,"20,000 .. 50,000",Quantumfrog,0,0,NA
3354,Krita,2014-06-10,9.99,"20,000 .. 50,000",Krita Team,0,0,NA
3355,Braveland Wizard,2014-12-4,6.99,"20,000 .. 50,000",Tortuga Team,0,0,NA
3356,FATE: The Cursed King,2014-11-19,7.99,"20,000 .. 50,000",WildTangent,0,0,NA
3357,Noir Syndrome,2014-04-2,6.99,"20,000 .. 50,000",Glass Knuckle Games,0,0,NA
3358,Cyto,2014-07-10,3.99,"20,000 .. 50,000",Room 8 Studio,0,0,NA
3359,Residue: Final Cut,2014-08-1,1.99,"20,000 .. 50,000",The Working Parts,0,0,NA
3360,Space Legends: At the Edge of the Universe,2014-07-25,9.99,"20,000 .. 50,000",Red Hedgehog,0,0,NA
3361,Don Bradman Cricket 14,2014-06-25,19.99,"20,000 .. 50,000",Big Ant Studios,0,0,NA
3362,Crab Cakes Rescue,2014-11-14,6.99,"20,000 .. 50,000",Mission Critical Studios,0,0,NA
3363,Aqua Kitty - Milk Mine Defender,2014-02-3,6.99,"20,000 .. 50,000","TIKIPOD, Electric Cafe",0,0,NA
3364,Third Eye Crime,2014-07-23,4.99,"20,000 .. 50,000",Moonshot Games,0,0,NA
3365,Dark Raid,2014-06-3,3.99,"20,000 .. 50,000",Vector Games,0,0,NA
3366,Crouching Pony Hidden Dragon,2014-07-11,9.99,"20,000 .. 50,000",Le Cortex,0,0,NA
3367,Millennium 5 - The Battle of the Millennium,2014-11-7,1.29,"20,000 .. 50,000",Aldorlea Games,0,0,NA
3368,Crazy Plant Shop,2014-08-4,4.99,"20,000 .. 50,000",Filament Games,0,0,NA
3369,Paradigm Shift,2014-05-19,1.99,"20,000 .. 50,000",Evilized Productions,0,0,NA
3370,1HEART,2014-10-10,9.99,"20,000 .. 50,000",Chicken in The Corn,0,0,NA
3371,Crow,2014-10-6,9.99,"20,000 .. 50,000",Sunside Games,0,0,NA
3372,Wyv and Keep: The Temple of the Lost Idol,2014-08-8,14.99,"20,000 .. 50,000",A Jolly Corpse,0,0,NA
3373,Ship Simulator: Maritime Search and Rescue,2014-07-1,11.99,"20,000 .. 50,000",Reality Twist GmbH,0,0,NA
3374,Cinemaware Anthology: 1986-1991,2014-11-14,9.99,"20,000 .. 50,000",Cinemaware,0,0,NA
3375,Nicolas Eymerich - The Inquisitor - Book 1 : The Plague,2014-04-30,4.99,"20,000 .. 50,000",Ticonblu,0,0,NA
3376,Dracula 4 and 5 - Special Steam Edition,2014-05-29,7.99,"20,000 .. 50,000",Koalabs,0,0,NA
3377,Quantum Conscience,2014-08-26,4.99,"20,000 .. 50,000",Woodsy Studio,0,0,NA
3378,Mining & Tunneling Simulator,2014-03-5,9.99,"20,000 .. 50,000",United Independent Entertainment GmbH,0,0,NA
3379,Baseball Mogul 2015,2014-04-3,4.99,"20,000 .. 50,000","Sports Mogul, Inc.",0,0,NA
3380,BoxesWithGuns,2014-12-14,1.99,"20,000 .. 50,000","Thomas Christof, Giovanni Rotondo, Thomas S.",0,0,NA
3381,Super Panda Adventures,2014-07-14,4.99,"20,000 .. 50,000",BlueEagle Productions,0,0,NA
3382,Command: Modern Air / Naval Operations WOTY,2014-09-26,79.99,"20,000 .. 50,000",WarfareSims,0,0,NA
3383,Rex Rocket,2014-08-5,4.99,"20,000 .. 50,000","Castle Pixel, LLC.",0,0,NA
3384,Ascendant,2014-05-13,9.99,"20,000 .. 50,000",Hapa Games,0,0,NA
3385,Asteria,2014-07-3,4.99,"20,000 .. 50,000",Legend Studio,0,0,NA
3386,Home Sheep Home 2,2014-02-17,9.99,"20,000 .. 50,000",Aardman Animations,0,0,NA
3387,Quantum Rush Champions,2014-12-4,9.99,"20,000 .. 50,000",GameArt Studio GmbH,0,0,NA
3388,BIT.TRIP FLUX,2014-06-5,9.99,"20,000 .. 50,000",Gaijin Games,0,0,NA
3389,Shiny The Firefly,2014-05-16,9.99,"20,000 .. 50,000",Stage Clear Studios,0,0,NA
3390,The Great Jitters: Pudding Panic,2014-05-15,4.99,"20,000 .. 50,000",kunst-stoff GmbH,0,0,NA
3391,Sentinel,2014-04-22,NA,"20,000 .. 50,000",Matthew Brown,0,0,NA
3392,Dracula 3: The Path of the Dragon,2014-04-17,7.99,"20,000 .. 50,000",Microids,0,0,NA
3393,Words for Evil,2014-08-12,2.99,"20,000 .. 50,000",Dylan Loney,0,0,NA
3394,Nearwood - Collector's Edition,2014-04-16,9.99,"20,000 .. 50,000",MagicIndie,0,0,NA
